Title,Author,Publication Year,DOI,Publication Title
Association of depression and psychotropic medication on cardiac-related outcomes in a nationwide community-dwelling elderly population in Taiwan.,"Hsu, Wen-Yu; Tsai, Hui-Ju; Yu, Shu-Han; Hsu, Chih-Cheng; Tsai, Yu-Ting; Tzeng, Han-Yun; Lin, I.-Ching; Liu, Kiang; Lee, Marion M.; Chiu, Nan-Ying; Hsiung, Chao A.",2016,10.1097/MD.0000000000004419,Medicine
Association of body mass index and waist circumference with successful aging.,"Singh-Manoux, Archana; Sabia, Séverine; Bouillon, Kim; Brunner, Eric J.; Grodstein, Francine; Elbaz, Alexis; Kivimaki, Mika",2014,10.1002/oby.20651,"Obesity (Silver Spring, Md.)"
"Association of Antioxidant Vitamins A, C, E and Carotenoids with Cognitive Performance over Time: A Cohort Study of Middle-Aged Adults.","Beydoun, May A.; Canas, Jose A.; Fanelli-Kuczmarski, Marie T.; Maldonado, Ana I.; Shaked, Danielle; Kivimaki, Mika; Evans, Michele K.; Zonderman, Alan B.",2020,10.3390/nu12113558,Nutrients
Association of 10-Year C-Reactive Protein Trajectories With Markers of Healthy Aging: Findings From the English Longitudinal Study of Aging.,"Lassale, Camille; Batty, G. David; Steptoe, Andrew; Cadar, Dorina; Akbaraly, Tasnime N.; Kivimäki, Mika; Zaninotto, Paola",2019,10.1093/gerona/gly028,"The journals of gerontology. Series A, Biological sciences and medical sciences"
"Association Between Vitamin D, Frailty, and Progression of Frailty in Community-Dwelling Older Women.","Buchebner, David; Bartosch, Patrik; Malmgren, Linnea; McGuigan, Fiona E; Gerdhem, Paul; Akesson, Kristina E",2019,10.1210/jc.2019-00573,Journal of Clinical Endocrinology & Metabolism
"Association between telomere length, specific causes of death, and years of healthy life in health, aging, and body composition, a population-based cohort study.","Njajou, Omer T.; Hsueh, Wen-Chi; Blackburn, Elizabeth H.; Newman, Anne B.; Wu, Shih-Hsuan; Li, Rongling; Simonsick, Eleanor M.; Harris, Tamara M.; Cummings, Steve R.; Cawthon, Richard M.",2009,10.1093/gerona/glp061,"The journals of gerontology. Series A, Biological sciences and medical sciences"
Association between tea consumption and depressive symptom among Chinese older adults.,"Shen, Ke; Zhang, Bin; Feng, Qiushi",2019,10.1186/s12877-019-1259-z,BMC geriatrics
Association between successful aging transitions and depressive symptoms among older Korean adults: findings from the Korean longitudinal study of aging (2006-2018).,"Nari, Fatima; Jang, Bich Na; Kim, Selin; Jeong, Wonjeong; Jang, Sung-In; Park, Eun-Cheol",2021,10.1186/s12877-021-02250-6,BMC geriatrics
Association Between Subjective Well-being and Living Longer Without Disability or Illness.,"Zaninotto, Paola; Steptoe, Andrew",2019,10.1001/jamanetworkopen.2019.6870,JAMA network open
Association Between Social Participation and 3-Year Change in Instrumental Activities of Daily Living in Community-Dwelling Elderly Adults.,"Tomioka, Kimiko; Kurumatani, Norio; Hosoi, Hiroshi",2017,10.1111/jgs.14447,Journal of the American Geriatrics Society
Association between obesity status and successful aging among older people in China: evidence from CHARLS.,"Luo, Huiqiang; Ren, Xiaohui; Li, Jijie; Wu, Kan; Wang, Yixi; Chen, Qing; Li, Ningxiu",2020,10.1186/s12889-020-08899-9,BMC public health
Association between northern Manhattan study global vascular risk score and successful aging.,"Warsch, Jessica R. L.; Rundek, Tatjana; Paik, Myunghee C.; Elkind, Mitchell S. V.; Sacco, Ralph L.; Wright, Clinton B.",2013,10.1111/jgs.12166,Journal of the American Geriatrics Society
Association between nighttime sleep and successful aging among older Chinese people.,"Liu, Huaqing; Byles, Julie E.; Xu, Xiaoyue; Zhang, Min; Wu, Xuesen; Hall, John J.",2016,10.1016/j.sleep.2016.04.016,Sleep medicine
"Association between internet use and physically active leisure time: """"EpiFloripa Idoso"""" longitudinal study.","de Rosso Krug, Rodrigo; Junqueira Xavier, André; d'Orsi, Eleonora",2018,10.5007/1980-0037.2018v20n2p134,Brazilian Journal of Kineanthropometry & Human Performance
Association Between Hospital Readmission and Acute and Sustained Delays in Functional Recovery During 18 Months After Elective Surgery: The Successful Aging  after Elective Surgery Study.,"Pisani, Margaret A.; Albuquerque, Asha; Marcantonio, Edward R.; Jones, Richard N.; Gou, Ray Yun; Fong, Tamara G.; Schmitt, Eva M.; Tommet, Douglas; Isaza Aizpurua, Ilean I.; Alsop, David C.; Inouye, Sharon K.; Travison, Thomas G.",2017,10.1111/jgs.14549,Journal of the American Geriatrics Society
Association between epigenetic age acceleration and depressive symptoms in a prospective cohort study of urban-dwelling adults.,"Beydoun, May A.; Hossain, Sharmin; Chitrala, Kumaraswamy Naidu; Tajuddin, Salman M.; Beydoun, Hind A.; Evans, Michele K.; Zonderman, Alan B.",2019,10.1016/j.jad.2019.06.032,Journal of affective disorders
Association between Dietary Sodium Intake and Cognitive Function in Older Adults.,"Rush, T. M.; Kritz-Silverstein, D.; Laughlin, G. A.; Fung, T. T.; Barrett-Connor, E.; McEvoy, L. K.",2017,10.1007/s12603-016-0766-2,"The journal of nutrition, health & aging"
Association Between Dietary Patterns in Midlife and Healthy Ageing in Chinese Adults: The Singapore Chinese Health Study.,"Zhou, Yan-Feng; Song, Xing-Yue; Wu, Jing; Chen, Guo-Chong; Neelakantan, Nithya; van Dam, Rob M.; Feng, Lei; Yuan, Jian-Min; Pan, An; Koh, Woon-Puay",2021,10.1016/j.jamda.2020.09.045,Journal of the American Medical Directors Association
Association between depressive symptoms and metabolic syndrome in Japanese community-dwelling older people: a cross-sectional analysis from the baseline results of the Fujiwara-kyo prospective cohort study.,"Morikawa, Masayuki; Okamoto, Nozomi; Kiuchi, Kuniaki; Tomioka, Kimiko; Iwamoto, Junko; Harano, Akihiro; Saeki, Keigo; Fukusumi, Masami; Hashimoto, Kazumichi; Amano, Nobuko; Hazaki, Kan; Yanagi, Motokazu; Iki, Masayuki; Yamada, Fumio; Kishimoto, Toshifumi; Kurumatani, Norio",2013,10.1002/gps.3950,International Journal of Geriatric Psychiatry
"Association between cerebral microbleeds and hypertension in the Swedish general population """"Good Aging in Skåne"""" study.","Elmståhl, Sölve; Ellström, Katarina; Siennicki-Lantz, Arkadiusz; Abul-Kasim, Kasim",2019,10.1111/jch.13606,"Journal of clinical hypertension (Greenwich, Conn.)"
Association Between Carbohydrate Nutrition and Successful Aging Over 10 Years.,"Gopinath, Bamini; Flood, Victoria M.; Kifley, Annette; Louie, Jimmy C. Y.; Mitchell, Paul",2016,10.1093/gerona/glw091,"The journals of gerontology. Series A, Biological sciences and medical sciences"
"Assistive Device Use among Community-Dwelling Older Adults: A Profile of Canadians Using Hearing, Vision, and Mobility Devices in the Canadian Longitudinal Study on Aging.","Ishigami, Yoko; Jutai, Jeffrey; Kirkland, Susan",2021,10.1017/S0714980819000692,Canadian Journal on Aging
Are younger cohorts in the USA and England ageing better?,"de la Fuente, Javier; Caballero, Francisco Félix; Verdes, Emese; Rodríguez-Artalejo, Fernando; Cabello, María; de la Torre-Luque, Alejandro; Sánchez-Niubó, Albert; María Haro, Josep; Ayuso-Mateos, José Luis; Chatterji, Somnath",2019,10.1093/ije/dyz126,International journal of epidemiology
Are Self-perceptions of Aging Associated With Health Trajectories Among Middle-Aged and Older Adults?,"Luo, Meng Sha; Li, Lydia W.",2020,10.1093/geront/gnz092,The Gerontologist
Are legume-based recipes an appropriate source of nutrients for healthy ageing? A prospective cohort study.,"Caballero, Francisco Félix; Ballesteros, Juan Manuel; García-Esquinas, Esther; Struijk, Ellen A.; Ortolá, Rosario; Rodríguez-Artalejo, Fernando; Lopez-Garcia, Esther",2020,10.1017/S0007114520001907,The British journal of nutrition
Approaches to Optimize Medication Data Analysis in Clinical Cohort Studies.,"Duprey, Matthew S.; Devlin, John W.; Briesacher, Becky A.; Travison, Thomas G.; Griffith, John L.; Inouye, Sharon K.",2020,10.1111/jgs.16844,Journal of the American Geriatrics Society
Applying Automated MR-Based Diagnostic Methods to the Memory Clinic: A Prospective Study.,"Klöppel, Stefan; Peter, Jessica; Ludl, Anna; Pilatus, Anne; Maier, Sabrina; Mader, Irina; Heimbach, Bernhard; Frings, Lars; Egger, Karl; Dukart, Juergen; Schroeter, Matthias L.; Perneczky, Robert; Häussermann, Peter; Vach, Werner; Urbach, Horst; Teipel, Stefan; Hüll, Michael; Abdulkadir, Ahmed",2015,10.3233/JAD-150334,Journal of Alzheimer's Disease
Anthropometric assessment of 10-y changes in body composition in the elderly.,"Hughes, Virginia A.; Roubenoff, Ronenn; Wood, Michael; Frontera, Walter R.; Evans, William J.; Fiatarone Singh, Maria A.",2004,10.1093/ajcn/80.2.475,The American journal of clinical nutrition
Alteration of Cardiac Performance and Serum B-Type Natriuretic Peptide Level in Healthy Aging.,"Yoshida, Yuriko; Nakanishi, Koki; Daimon, Masao; Ishiwata, Jumpei; Sawada, Naoko; Hirokawa, Megumi; Kaneko, Hidehiro; Nakao, Tomoko; Mizuno, Yoshiko; Morita, Hiroyuki; Di Tullio, Marco R.; Homma, Shunichi; Komuro, Issei",2019,10.1016/j.jacc.2019.07.080,Journal of the American College of Cardiology
Alcohol consumption at midlife and successful ageing in women: a prospective cohort analysis in the nurses' health study.,"Sun, Qi; Townsend, Mary K.; Okereke, Olivia I.; Rimm, Eric B.; Hu, Frank B.; Stampfer, Meir J.; Grodstein, Francine",2011,10.1371/journal.pmed.1001090,PLoS medicine
Aging women and men in the medical profession: The effect of gender and marital status on successful aging and retirement intent in Australian doctors.,"Peisah, Carmelle; Luscombe, Georgina M.; Earl, Joanne K.; Wijeratne, Chanaka",2019,10.1080/08952841.2018.1412391,Journal of women & aging
Aging Well Socially Through Engagement with Life: Adapting Rowe and Kahn's Model of Successful Aging to Chinese Cultural Context.,"Ng, Sik Hung; Cheung, Chau-Kiu; Chong, Alice M. L.; Woo, Jean; Kwan, Alex Y. H.; Lai, Stephanie",2011,10.2190/AG.73.4.c,International Journal of Aging & Human Development
Aging Trajectories in Different Body Systems Share Common Environmental Etiology: The Healthy Aging Twin Study (HATS).,"Moayyeri, Alireza; Hart, Deborah J.; Snieder, Harold; Hammond, Christopher J.; Spector, Timothy D.; Steves, Claire J.",2016,10.1017/thg.2015.100,Twin research and human genetics : the official journal of the International Society for Twin Studies
Age identification in the framework of successful aging. A study of older Finnish people.,"Uotinen, Virpi; Suutama, Timo; Ruoppila, Isto",2003,10.2190/6939-6W88-P2XX-GUQW,International journal of aging & human development
Age at death as a useful indicator of healthy aging at population level: a 50-year follow-up of the Italian Rural Areas of the Seven Countries Study.,"Menotti, Alessandro; Puddu, Paolo Emilio; Maiani, Giuseppe; Catasta, Giovina",2018,10.1007/s40520-017-0874-9,Aging clinical and experimental research
"Adult height, dietary patterns, and healthy aging.","Ma, Wenjie; Hagan, Kaitlin A.; Heianza, Yoriko; Sun, Qi; Rimm, Eric B.; Qi, Lu",2017,10.3945/ajcn.116.147256,The American journal of clinical nutrition
Adherence to Dietary Guidelines and Successful Aging Over 10 Years.,"Gopinath, Bamini; Russell, Joanna; Kifley, Annette; Flood, Victoria M.; Mitchell, Paul",2016,10.1093/gerona/glv189,"The journals of gerontology. Series A, Biological sciences and medical sciences"
Adaptation to stroke using a model of successful aging.,"Donnellan, C.; Hevey, D.; Hickey, A.; O'Neill, D.",2012,10.1080/13825585.2011.638976,"Aging, Neuropsychology & Cognition"
Active social participation and mortality risk among older people in Japan: results from a nationally representative sample.,"Minagawa, Yuka; Saito, Yasuhiko",2015,10.1177/0164027514545238,Research on aging
Accuracy of collateral source reports in very mild to mild dementia of the Alzheimer type.,"Cacchione, Pamela Z.; Powlishta, Kimberly K.; Grant, Elizabeth A.; Buckles, Virginia D.; Morris, John C.",2003,10.1046/j.1365-2389.2003.51263.x,Journal of the American Geriatrics Society
Accelerated epigenetic age and cognitive decline among urban-dwelling adults.,"Beydoun, May A.; Shaked, Danielle; Tajuddin, Salman M.; Weiss, Jordan; Evans, Michele K.; Zonderman, Alan B.",2020,10.1212/WNL.0000000000008756,Neurology
Absolute quantification in proton magnetic resonance spectroscopy is useful to differentiate amnesic mild cognitive impairment from Alzheimer's disease and healthy  aging.,"Watanabe, Toshiyuki; Shiino, Akihiko; Akiguchi, Ichiro",2010,10.1159/000318750,Dementia and geriatric cognitive disorders
Abnormalities of Doppler measures of diastolic function in the healthy elderly are not related to alterations of left atrial pressure.,Prasad A; Okazaki K; Zadeh AA; Dijk E; Fu Q; Thomas JD; Levine BD,2005,"",Circulation
A salutogenic inquiry into positive aging - a longitudinal analysis.,"Wiesmann, Ulrich; Hannich, Hans-Joachim",2019,10.1080/13607863.2018.1501667,Aging & mental health
A prospective study of the effect of fracture on measured physical performance: results from the MacArthur Study -- MAC.,Greendale GA; DeAmicis TA; Bucur A; Bretsky P; Rowe JW; Reuben DB; Seeman T,2000,"",Journal of the American Geriatrics Society
"A Prospective Study of High-Density Lipoprotein Cholesterol, Cholesteryl Ester Transfer Protein Gene Variants, and Healthy Aging in Very Old Japanese-American Men.","Koropatnick, Tanya A.; Kimbell, Jennifer; Chen, Randi; Grove, John S.; Donlon, Timothy A.; Masaki, Kamal H.; Rodriguez, Beatriz L.; Wilcox, Bradley J.; Yano, Katsuhiko; Curb, J. David",2008,10.1093/gerona/63.11.1235,Journals of Gerontology Series A: Biological Sciences & Medical Sciences
A prospective population-based study of differences in elder self-neglect and mortality between black and white older adults.,"Dong, XinQi; Simon, Melissa A.; Fulmer, Terry; Mendes de Leon, Carlos F.; Hebert, Liesi E.; Beck, Todd; Scherr, Paul A.; Evans, Denis A.",2011,10.1093/gerona/glr053,Journals of Gerontology Series A: Biological Sciences & Medical Sciences
A prospective cohort study of health behavior profiles after age 50 and mortality risk.,"Shaw, Benjamin A.; Agahi, Neda",2012,10.1186/1471-2458-12-803,BMC public health
A Novel Partnership With Low-Income Housing to Support Healthy Aging.,"Carter, Della Hughes; Faubert, Sarah J.; Henschel, Elizabeth",2021,10.1016/j.nurpra.2021.01.008,Journal for Nurse Practitioners
A Novel Examination of Successful Aging Trajectories at the End of Life.,"Cosco, Theodore D.; Stephan, Blossom C. M.; Muniz, Graciela; Brayne, Carol",2016,10.1017/S0714980816000519,Canadian journal on aging = La revue canadienne du vieillissement
"A National Longitudinal Study of Partnered Sex, Relationship Quality, and Mental Health Among Older Adults.","Zhang, Yan; Liu, Hui",2020,10.1093/geronb/gbz074,"The journals of gerontology. Series B, Psychological sciences and social sciences"
A model of successful ageing in British populations.,"Doyle, Yvonne G.; Mc Kee, Martin; Sherriff, Martyn",2012,10.1093/eurpub/ckq132,European Journal of Public Health
A longitudinal study of well-being in older workers and retirees: The role of engaging in different types of activities.,"Potočnik, Kristina; Sonnentag, Sabine",2013,10.1111/joop.12003,Journal of Occupational & Organizational Psychology
"A longitudinal magnetic resonance imaging study of neurodegenerative and small vessel disease, and clinical cognitive trajectories in non demented patients with  transient ischemic attack: the PREVENT study.","Tariq, Sana; d'Esterre, Christopher D.; Sajobi, Tolulope T.; Smith, Eric E.; Longman, Richard Stewart; Frayne, Richard; Coutts, Shelagh B.; Forkert, Nils D.; Barber, Philip A.",2018,10.1186/s12877-018-0858-4,BMC geriatrics
A Longitudinal Examination of the Effects of Early Influences and Midlife Characteristics on Successful Aging.,"Pruchno, Rachel A.; Wilson-Genderson, Maureen",2015,10.1093/geronb/gbu046,"The journals of gerontology. Series B, Psychological sciences and social sciences"
A Longitudinal Analysis of Allostatic Load among a Multi-Ethnic Sample of Midlife Women: Findings from the Study of Women's Health Across the Nation.,"Chyu, Laura; Upchurch, Dawn M.",2018,10.1016/j.whi.2017.11.002,Women's health issues : official publication of the Jacobs Institute of Women's Health
A life course approach to healthy ageing: the HALCyon programme.,"Kuh, D; Cooper, R; Richards, M; Gale, C; von Zglinicki, T; Guralnik, J",2012,10.1016/j.puhe.2012.01.025,Public health
"A family longevity selection score: ranking sibships by their longevity, size, and availability for study.","Sebastiani, Paola; Hadley, Evan C.; Province, Michael; Christensen, Kaare; Rossi, Winifred; Perls, Thomas T.; Ash, Arlene S.",2009,10.1093/aje/kwp309,American journal of epidemiology
A drink to healthy aging: The association between older women's use of alcohol and their health-related quality of life.,"Byles, Julie; Young, Anne; Furuya, Hiroyuki; Parkinson, Lynne",2006,10.1111/j.1532-5415.2006.00837.x,Journal of the American Geriatrics Society
